,id,proba,label
3405,1235,5.33754825592041,0
7288,1236,-4.330840110778809,0
6016,1243,-4.5492329597473145,0
7653,1245,-3.465862274169922,0
8295,1247,2.572978973388672,0
3519,1256,3.330125093460083,0
7276,1258,5.435802459716797,0
3780,1264,-6.0665831565856925,0
5713,1269,3.3203737735748287,0
1264,1274,-3.482099771499634,0
1019,1275,-3.166912078857422,0
3243,1276,-3.947169303894043,0
1734,1293,-4.71448278427124,0
2733,1295,4.29276704788208,0
2190,1327,-4.462949275970459,0
6771,1329,-4.967209815979004,0
6950,1349,4.114701747894287,0
2771,1379,-3.7313115596771236,0
7403,1382,-4.974028587341309,0
347,1389,-5.182537078857422,0
490,1392,-5.077661514282227,0
5836,1395,3.625866889953613,0
5171,1423,-4.0674524307250985,0
8230,1436,4.78700065612793,0
7624,1439,-5.548822402954102,0
4953,1452,-4.901082515716553,0
5774,1465,-2.683764934539795,0
5246,1467,2.578932285308838,0
998,1468,-3.960183143615722,0
3158,1469,5.2586164474487305,0
5122,1472,-4.151475429534912,0
778,1475,4.686961650848389,0
7656,1476,-4.224433422088623,0
4328,1483,-4.338304996490479,0
3542,1487,4.797485828399658,0
610,1492,-2.368166923522949,0
3709,1497,-1.8526899814605715,0
5393,1498,-2.155956745147705,0
495,1524,0.9949657917022704,0
655,1526,-3.691860675811768,0
6729,1527,-2.62430191040039,0
6791,1529,-2.9107515811920166,0
4187,1546,4.063483715057373,0
8159,1547,-3.85478401184082,0
8270,1548,-3.900489330291748,0
7975,1564,-3.6623945236206055,0
1667,1568,4.944756984710693,0
38,1569,0.15976755321025848,0
1951,1576,0.8215112686157227,0
2272,1578,4.723981380462647,0
6990,1579,1.133582353591919,0
2852,1589,4.078096866607666,0
2576,1598,-2.430050849914551,0
2833,1637,-5.566075801849365,0
989,1642,4.264617443084717,0
6660,1643,3.858019351959229,0
8393,1649,5.005460262298584,0
3767,1653,3.799722909927368,0
521,1658,-4.191456317901611,0
4231,1672,-4.667559623718262,0
2910,1682,4.1698551177978525,0
3632,1694,-1.5416781902313232,0
5365,1698,-1.3047747611999512,0
6592,1734,-0.8757950663566589,0
5235,1736,-4.0181756019592285,0
5482,1743,-5.120620727539063,0
5414,1746,-4.158702373504639,0
1114,1749,-4.655283451080322,0
6493,1756,-3.929397583007813,0
8292,1763,-3.240868330001831,0
8506,1768,-4.332460880279541,0
1059,1793,4.312978744506837,0
8171,1794,-4.5586204528808585,0
4331,1823,-0.622856855392456,0
7316,1827,-5.8653340339660645,0
3037,1829,-2.137702465057373,0
6232,1835,-4.306605339050293,0
1376,1842,-5.776167392730713,0
101,1845,-2.159148931503296,0
5144,1854,-1.0491290092468262,0
2203,1875,-2.39546012878418,0
6560,1892,-6.489948749542236,0
7856,1894,-3.3039441108703613,0
359,1896,-2.258406639099121,0
