Unnamed: 0,id,proba,label
3405,2.9878961535135025,7.810716533660889,0
7288,-8.650661856333414,-10.059326744079593,0
6016,-8.519056612650553,-10.31605644226074,0
7653,-4.014345770279566,-1.8891307830810549,0
8295,2.59259507723454,7.469820594787599,0
3519,2.5020953694773933,6.450928115844728,0
7276,3.0896606160572344,7.8401752471923825,0
3780,-9.536471099853516,-10.590431404113767,0
5713,2.4101277362603883,6.629036808013916,0
1264,-6.544823090235393,-6.718687915802003,0
1019,-6.678156000773113,-9.26498794555664,0
3243,-8.122295462290447,-9.413411712646488,0
1734,-8.202793728510539,-7.931539058685303,0
2733,2.628214550852196,7.336375617980957,0
2190,-7.224604708353678,-8.908221530914307,0
6771,-8.257371266682943,-9.926947784423831,0
6950,2.24103570444005,5.400407218933107,0
2771,-7.895785684585573,-8.749767971038821,0
7403,-7.109823773701986,-8.084392738342286,0
347,-7.69084685643514,-8.650157833099366,0
490,-7.430891348520914,-8.890585708618165,0
5836,2.0656789264779474,5.4915526866912865,0
5171,-8.218759187062583,-9.854697036743165,0
8230,2.9677072846267882,7.709761428833008,0
7624,-8.521001542409262,-10.396373558044434,0
4953,-8.452353903452556,-9.32089786529541,0
5774,-3.4065945687890054,0.4557630300521849,0
5246,0.5951201713252036,3.7034931778907776,0
998,-4.8564906768004095,-2.3992695987224577,0
3158,2.8203115577452027,7.3584989547729505,0
5122,-7.054422022501628,-7.459438610076907,0
778,3.063920079583696,8.094930458068848,0
7656,-8.02545155843099,-9.597512817382812,0
4328,-6.742005826632182,-7.294795751571656,0
3542,2.994409836293153,7.645793533325198,0
610,-6.9797232055664065,-7.213332080841067,0
3709,0.10664727016584949,-0.03307505846023595,0
5393,-5.819991466204326,-5.962286806106569,0
495,-5.006106402079264,-4.909100532531738,0
655,-6.5672194703420015,-8.263885116577152,0
6729,-6.746614287694296,-7.506122207641603,0
6791,-7.808527727127075,-7.924487495422364,0
4187,2.9550014483304956,7.711397361755371,0
8159,-6.922894636789958,-8.876684951782227,0
8270,-4.303908968841037,-4.308222675323487,0
7975,-8.63480634053548,-9.864546203613278,0
1667,2.8211231053112233,8.094042682647705,0
38,-4.5855376758178075,-2.959106922149658,0
1951,-6.69479886372884,-7.452190971374511,0
2272,2.5611221626073055,6.6784288644790655,0
6990,2.1740309566014915,6.752016353607178,0
2852,2.5749180655346016,6.869163131713867,0
2576,-2.7836580966991225,-2.087171193957329,0
2833,-6.7798084386189785,-7.157610702514647,0
989,2.656951768278571,7.424431705474852,0
6660,2.2057367380079573,5.628422689437866,0
8393,2.750664595335299,7.3900905609130865,0
3767,-2.4396341699454935,0.8744876623153687,0
521,-6.731583954493207,-8.101764297485353,0
4231,-6.770917229652406,-8.239200401306153,0
2910,2.818617622507761,8.05487289428711,0
3632,-6.239770571390788,-7.3449073791503885,0
5365,-4.993934114575386,-2.732761374115944,0
6592,-6.693517827192942,-7.7428131103515625,0
5235,-7.483083623250326,-8.76793909072876,0
5482,-9.327658322652182,-10.188774871826173,0
5414,-7.6520068550109865,-8.44618902206421,0
1114,-8.076768493652343,-9.728730392456058,0
6493,-8.370496215820314,-9.242804336547852,0
8292,-7.303411620457968,-8.286524677276612,0
8506,-8.947603829701743,-9.587804222106934,0
1059,2.83928159212029,7.640250873565674,0
8171,-5.980603852272035,-4.915869283676146,0
4331,-5.047756849924722,-2.8861073970794666,0
7316,-9.089123077392578,-10.656422996520998,0
3037,-2.5916256734418375,-3.0539268970489504,0
6232,-6.6432607523600264,-5.788224983215332,0
1376,-9.305460859934488,-10.53256664276123,0
101,-4.582289277116458,-4.860334587097168,0
5144,-5.344760145346323,-4.687381839752197,0
2203,-5.2840309882164,-7.358832836151122,0
6560,-9.399091053009034,-10.896610260009767,0
7856,-6.4507960605621335,-9.311450576782226,0
359,-5.870330355962118,-7.601870250701905,0
4822,2.048586857178695,6.500544548034668,0
5626,-0.8364143845171202,-1.1576096534729008,0
8282,2.811203555875255,7.360790252685548,0
8250,-7.400885920524597,-9.105877685546877,0
5762,-8.520231380462647,-10.125260734558106,0
6914,-7.459943205515543,-7.916752529144287,0
8188,-9.40825019200643,-10.57047710418701,0
1367,-6.897539067268372,-7.9931983947753915,0
4764,2.601693302311275,7.105238246917724,0
317,-8.196175632476807,-8.395450592041017,0
20,-6.666733067830404,-7.36685996055603,0
6926,-8.373489373524984,-9.575538825988767,0
6742,-7.624931151072184,-8.167674732208251,0
4542,2.228874623081552,7.510791301727295,0
5026,3.0804069688717814,8.151937198638915,0
4753,-8.893678181966147,-10.276901054382325,0
7817,1.9701432727589667,4.389473247528077,0
3911,-3.342148902198921,-3.4295114040374752,0
2629,-6.916065907478332,-9.461051368713376,0
3052,-9.154520403544108,-10.300469398498537,0
5537,-8.016920077006022,-10.151590919494632,0
2836,2.351603498879853,6.419706058502197,0
8216,2.2131152427548426,4.83643217086792,0
6360,1.7802370232962617,5.4402456998825075,0
8112,-8.500023282368979,-9.908313179016117,0
8197,-8.355382804870606,-9.90589427947998,0
7191,2.169977176183602,6.291950035095216,0
5902,-1.3899872253837142,1.4989139080047604,0
5725,2.909341996523253,7.69486427307129,0
4827,-6.783367439905803,-8.426714134216308,0
2725,-7.246770750681559,-7.747012042999268,0
7672,2.5080033031553453,7.436745166778564,0
2136,-4.991368378003439,-4.246493291854859,0
3036,2.4669326503059112,7.004706192016603,0
5980,1.703766666571525,6.073562049865723,0
3802,-6.382749334971109,-7.962663841247559,0
4740,-8.201291300455729,-9.41533660888672,0
1396,2.1368848293958584,6.578615474700928,0
2611,-5.6800890854994455,-3.8590363860130314,0
4665,-7.696148080825806,-8.648185348510742,0
1959,-6.756823528607686,-9.54445743560791,0
5228,-7.801999673843382,-8.420252418518066,0
2755,-5.5657749875386555,-5.635738277435304,0
75,-7.215466442108155,-8.480184841156005,0
8170,2.0305609598592302,5.5743849039077755,0
7255,-6.9751613998413085,-7.492749786376954,0
236,-7.778231163024902,-9.252871322631837,0
59,-7.88656302769979,-8.234407806396485,0
692,-5.853455316225688,-5.909646892547608,0
5336,-6.449771378835043,-7.024458742141722,0
6628,-7.665587539672852,-8.584963035583497,0
5750,-7.316413275400798,-8.441265678405763,0
5939,-7.9190366872151685,-9.16525764465332,0
1706,-9.163621775309245,-9.646077537536618,0
5298,2.9766878588824572,8.420583152770995,0
2691,-8.895773143768311,-9.62252254486084,0
6609,-8.189122540156047,-8.892440700531006,0
3893,2.028687099945286,6.361035013198853,0
8562,-7.383295523325602,-8.066884994506836,0
2800,2.782743166841296,7.380370521545411,0
5963,-5.763952172597249,-5.290617799758911,0
6551,-5.112696623237182,-6.675333976745606,0
3413,-7.855098520914714,-9.90224704742432,0
6871,-3.3510103611461814,-7.0283386230468725,0
3072,2.8310279818647546,7.69884090423584,0
6118,-7.529219787915548,-8.607837104797364,0
5224,1.7970826530697135,6.829355955123902,0
3575,2.189083874290761,5.9604576587677,0
