,id,proba,label
3405,1235,7.294259071350098,0
7288,1236,-9.04302215576172,0
6016,1243,-10.507025718688963,0
7653,1245,-6.200143814086914,0
8295,1247,7.09190845489502,0
3519,1256,6.846332550048827,0
7276,1258,7.0357208251953125,0
3780,1264,-10.629159927368164,0
5713,1269,6.123558044433594,0
1264,1274,-5.891515254974365,0
1019,1275,-10.049886703491213,0
3243,1276,-9.34803867340088,0
1734,1293,-8.388631820678711,0
2733,1295,7.198289394378662,0
2190,1327,-9.387261390686037,0
6771,1329,-10.131278038024902,0
6950,1349,8.594930648803711,0
2771,1379,-9.376960754394533,0
7403,1382,-7.618128776550293,0
347,1389,-5.701185703277588,0
490,1392,-9.385087966918944,0
5836,1395,6.19764518737793,0
5171,1423,-9.405526161193848,0
8230,1436,7.205779075622559,0
7624,1439,-10.352680206298828,0
4953,1452,-9.80767059326172,0
5774,1465,-8.11175537109375,0
5246,1467,7.136373996734619,0
998,1468,7.0347747802734375,0
3158,1469,7.341105461120605,0
5122,1472,-7.983555793762207,0
778,1475,7.597169399261475,0
7656,1476,-10.322824478149414,0
4328,1483,-3.921530961990357,0
3542,1487,7.325762271881103,0
610,1492,-4.931395530700684,0
3709,1497,-0.7886448502540588,0
5393,1498,-7.244407653808594,0
495,1524,-3.766814231872559,0
655,1526,-9.60299015045166,0
6729,1527,-7.610298156738281,0
6791,1529,-8.311910629272461,0
4187,1546,7.211743354797362,0
8159,1547,-8.331171035766603,0
8270,1548,7.21694803237915,0
7975,1564,-10.285721778869627,0
1667,1568,8.84488296508789,0
38,1569,1.386439561843872,0
1951,1576,-7.240755558013916,0
2272,1578,7.950045585632324,0
6990,1579,5.847361087799072,0
2852,1589,7.17194938659668,0
2576,1598,5.804946899414063,0
2833,1637,-5.295251846313477,0
989,1642,7.359912872314452,0
6660,1643,5.1165504455566415,0
8393,1649,7.239619255065918,0
3767,1653,1.0423778295516968,0
521,1658,-6.368003845214844,0
4231,1672,-4.503417015075684,0
2910,1682,7.465278625488281,0
3632,1694,-7.014504432678223,0
5365,1698,0.178836390376091,0
6592,1734,-8.541522979736326,0
5235,1736,-9.745563507080078,0
5482,1743,-10.385396957397461,0
5414,1746,-7.951887607574463,0
1114,1749,-8.425746917724611,0
6493,1756,-9.555835723876953,0
8292,1763,-9.333735466003418,0
8506,1768,-9.715978622436523,0
1059,1793,7.487429141998291,0
