,id,proba,label
3405,1235,7.87746357455054,0
7288,1236,-9.945692567485091,0
6016,1243,-10.283303640923027,0
7653,1245,-2.5811997008396403,0
8295,1247,7.3634445302814315,0
3519,1256,6.6458440443158535,0
7276,1258,7.800921253671134,0
3780,1264,-10.092701367167901,0
5713,1269,6.937006161219813,0
1264,1274,-6.497840819165285,0
1019,1275,-8.982707754445094,0
3243,1276,-9.542623356459227,0
1734,1293,-8.482123118639443,0
2733,1295,7.218662397823743,0
2190,1327,-8.346783314477253,0
6771,1329,-9.696973351139931,0
6950,1349,3.720093283922392,0
2771,1379,-8.974834102437056,0
7403,1382,-8.009136957177805,0
347,1389,-8.899297125956828,0
490,1392,-8.75988476858409,0
5836,1395,5.159489256994778,0
5171,1423,-10.079963325063863,0
8230,1436,7.7120423564638925,0
7624,1439,-10.287016159394268,0
4953,1452,-9.16426967502373,0
5774,1465,-0.4549858755974195,0
5246,1467,1.9739788316398443,0
998,1468,-3.6472440878354733,0
3158,1469,7.526692069090625,0
5122,1472,-7.6099553995746465,0
778,1475,8.113790359700314,0
7656,1476,-9.299766210296925,0
4328,1483,-8.14580080947376,0
3542,1487,7.687496941949906,0
610,1492,-7.390598412570064,0
3709,1497,-1.9248085555846732,0
5393,1498,-5.62481421061561,0
495,1524,-4.218196002776785,0
655,1526,-8.53748947410815,0
6729,1527,-7.307735928819528,0
6791,1529,-7.960270699622481,0
4187,1546,7.8394839130021365,0
8159,1547,-9.045954616103163,0
8270,1548,-5.3249562089882465,0
7975,1564,-9.875867273952636,0
1667,1568,7.642390797552331,0
38,1569,-1.6385892794769201,0
1951,1576,-8.37598586222771,0
2272,1578,6.644983258112477,0
6990,1579,6.99760958693116,0
2852,1589,6.574429515825341,0
2576,1598,-2.687725777522035,0
2833,1637,-7.108490406932398,0
989,1642,7.557955278033831,0
6660,1643,5.510485195005499,0
8393,1649,7.538990301442097,0
3767,1653,3.2148668769976205,0
521,1658,-8.524233965901104,0
4231,1672,-8.473260412885978,0
2910,1682,8.016367501279298,0
3632,1694,-6.908868119276388,0
5365,1698,-4.764842302497941,0
