Unnamed: 0,id,proba,label
3405,,7.810716533660889,0
7288,,-10.059326744079593,0
6016,,-10.31605644226074,0
7653,,-1.8891307830810549,0
8295,,7.469820594787599,0
3519,,6.450928115844728,0
7276,,7.8401752471923825,0
3780,,-10.590431404113767,0
5713,,6.629036808013916,0
1264,,-6.718687915802003,0
1019,,-9.26498794555664,0
3243,,-9.413411712646488,0
1734,,-7.931539058685303,0
2733,,7.336375617980957,0
2190,,-8.908221530914307,0
6771,,-9.926947784423831,0
6950,,5.400407218933107,0
2771,,-8.749767971038821,0
7403,,-8.084392738342286,0
347,,-8.650157833099366,0
490,,-8.890585708618165,0
5836,,5.4915526866912865,0
5171,,-9.854697036743165,0
8230,,7.709761428833008,0
7624,,-10.396373558044434,0
4953,,-9.32089786529541,0
5774,,0.4557630300521849,0
5246,,3.7034931778907776,0
998,,-2.3992695987224577,0
3158,,7.3584989547729505,0
5122,,-7.459438610076907,0
778,,8.094930458068848,0
7656,,-9.597512817382812,0
4328,,-7.294795751571656,0
3542,,7.645793533325198,0
610,,-7.213332080841067,0
3709,,-0.03307505846023595,0
5393,,-5.962286806106569,0
495,,-4.909100532531738,0
655,,-8.263885116577152,0
6729,,-7.506122207641603,0
6791,,-7.924487495422364,0
4187,,7.711397361755371,0
8159,,-8.876684951782227,0
8270,,-4.308222675323487,0
7975,,-9.864546203613278,0
1667,,8.094042682647705,0
38,,-2.959106922149658,0
1951,,-7.452190971374511,0
2272,,6.6784288644790655,0
6990,,6.752016353607178,0
2852,,6.869163131713867,0
2576,,-2.087171193957329,0
2833,,-7.157610702514647,0
989,,7.424431705474852,0
6660,,5.628422689437866,0
8393,,7.3900905609130865,0
3767,,0.8744876623153687,0
521,,-8.101764297485353,0
4231,,-8.239200401306153,0
2910,,8.05487289428711,0
3632,,-7.3449073791503885,0
5365,,-2.732761374115944,0
6592,,-7.7428131103515625,0
5235,,-8.76793909072876,0
5482,,-10.188774871826173,0
5414,,-8.44618902206421,0
1114,,-9.728730392456058,0
6493,,-9.242804336547852,0
8292,,-8.286524677276612,0
8506,,-9.587804222106934,0
1059,,7.640250873565674,0
8171,,-4.915869283676146,0
4331,,-2.8861073970794666,0
7316,,-10.656422996520998,0
3037,,-3.0539268970489504,0
6232,,-5.788224983215332,0
1376,,-10.53256664276123,0
101,,-4.860334587097168,0
5144,,-4.687381839752197,0
2203,,-7.358832836151122,0
6560,,-10.896610260009767,0
7856,,-9.311450576782226,0
359,,-7.601870250701905,0
4822,,6.500544548034668,0
5626,,-1.1576096534729008,0
8282,,7.360790252685548,0
8250,,-9.105877685546877,0
5762,,-10.125260734558106,0
6914,,-7.916752529144287,0
8188,,-10.57047710418701,0
1367,,-7.9931983947753915,0
4764,,7.105238246917724,0
317,,-8.395450592041017,0
20,,-7.36685996055603,0
6926,,-9.575538825988767,0
6742,,-8.167674732208251,0
4542,,7.510791301727295,0
5026,,8.151937198638915,0
4753,,-10.276901054382325,0
7817,,4.389473247528077,0
3911,,-3.4295114040374752,0
2629,,-9.461051368713376,0
3052,,-10.300469398498537,0
5537,,-10.151590919494632,0
2836,,6.419706058502197,0
8216,,4.83643217086792,0
6360,,5.4402456998825075,0
8112,,-9.908313179016117,0
8197,,-9.90589427947998,0
7191,,6.291950035095216,0
5902,,1.4989139080047604,0
5725,,7.69486427307129,0
4827,,-8.426714134216308,0
2725,,-7.747012042999268,0
7672,,7.436745166778564,0
2136,,-4.246493291854859,0
3036,,7.004706192016603,0
5980,,6.073562049865723,0
